name	***	mention	text	class
INTRODUCTION TO THE ***	Phaedo	"But if it be requisite to lay before the reader those dialogues out of many which principally unfold to us the mystic discipline about the gods, I shall not err in ranking among this number the Phaedo and Phaedrus, the Banquet and the Philebus, and together with these the Sophista and Politicus, the Cratylus and the Timaeus.	True
WORLD'S BEST LITERATURE ***	Phaedo	I found her in her chamber, reading Phaedo Platonis in Greek, and that with as much delight as some gentlemen would read a merry tale in Boccace.	True
PROTAGORAS ***	Phaedo	Had Protagoras been allowed by Plato to make the Aristotelian distinction, and say that virtue is not knowledge, but is accompanied with knowledge; or to point out with Aristotle that the same quality may have more than one opposite; or with Plato himself in the Phaedo to deny that good is a mere exchange of a greater pleasure for a less--the unity of virtue and the identity of virtue and knowledge would have required to be proved by other arguments.	True
LORE OF PROSERPINE ***	Phaedo	I reasoned like Socrates and made Phaedo weep; I persuaded like Saint Paul and saw the throng on Mars' Hill sway to my words.	True
PHAEDO ***	Phaedo	The perplexity should not be forgotten by us when we attempt to submit the Phaedo of Plato to the requirements of logic.	True
APOLOGY, CRITO, AND PHAEDO ***	Phaedo	"Nor, again, is Simmias exceeded by Phaedo, because Phaedo is Phaedo, but because Phaedo possesses magnitude in comparison with Simmias's littleness?"	True
CHURCH AND STATE AS SEEN IN THE FORMATION OF CHRISTENDOM***	Phaedo	Heathen philosophy could boast of two converts, Phaedo and Polemo; on which he says, "We assert that the whole habitable world contains evidence of the works of Jesus, in the existence of those churches of God which have been founded through Him by those who have been converted from the practice of innumerable sins.	False
THE ESSAYS OF MONTAIGNE, VOLUME 15 ***	Phaedo	 Phaedo the philosopher, a man of birth, after the taking of his country Elis, made it his trade to prostitute the beauty of his youth, so long as it lasted, to any one that would, for money thereby to gain his living: and Solon was the first in Greece, 'tis said, who by his laws gave liberty to women, at the expense of their chastity, to provide for the necessities of life; a custom that Herodotus says had been received in many governments before his time.	False
THE BOYS' AND GIRLS' PLUTARCH ***	Phaedo	And after the Median war, Phaedo being archon of Athens, the Athenians, consulting the oracle at Delphi, were commanded to gather together the bones of Theseus, and, laying them in some honorable place, keep them as sacred in the city.	False
AN AMERICAN AT OXFORD ***	Phaedo	Those who are not "European British subjects" may substitute certain sacred works in Sanskrit, Arabic, or Pali; and those who object for conscientious scruples to a study of the Bible may substitute the Phaedo of Plato; but the sagacious undergraduate knows that if he does this he must have no conscientious scruples against harder work.	True
THE ATLANTIC MONTHLY, VOL. ***	Phaedo	He had gone to Brodegate, to take leave of her, and "found her in her chamber alone, reading Phaedo Platonis in Greek, and that with as much delight as some gentlemen would read a merry tale of Boccace"; and as all the rest of the Greys were hunting in the park, the schoolmaster inquired why she should lose such pastime.	True
WOMAN IN SCIENCE***	Phaedo	Her version of Plato's Phaedo was also translated into English and published by a New York bookseller more than a century after her death.	True
BABYLONIAN-ASSYRIAN BIRTH-OMENS ***	Phaedo	Porta, who in his =Della Fisonomia dell' Huomo= (Venice edition, 1648, chapters XIII and XIV, or Latin edition =De Humana Physiognomia=, Frankfurt 1618, chapter IX) ascribes to Plato the opinion that a man who resembles an animal is likely to have the traits of that animal, appears to base this view on such a passage as Phaedo § 31, referred to in the note, and which is given as the reference in the German translation of Porta's work.	True
CATO MAIOR DE SENECTUTE ***	Phaedo	the passage is from Plato, Phaedo 61 A-62 C. Plato makes Socrates there profess to quote Philolaus, the Pythagorean; Cic.	True
MENO ***	Phaedo	But in the Phaedo the doctrine of ideas is subordinate to the proof of the immortality of the soul.	True
SYMPOSIUM ***	Phaedo	The Phaedo also presents some points of comparison with the Symposium.	True
TERRESTRIAL & CELESTIAL GLOBES V.2/2 ***	Phaedo	Plato's statement in Phaedo merely observes that the earth, if like a ball, must be suspended without support in the interior of a hollow sphere.	True
CALLIAS ***	Phaedo	He has written to invite us, not because he can himself see us, for he is not sufficiently recovered from his late illness, but because we shall thus be able to talk with his friend Phaedo; for as all know there is no more fitting person than Phaedo to tell our young friend Callias the things that he desires to hear.	False
ELEMENTS OF MORALS ***	Phaedo	[159] Plato in the Phaedo (trad. de Saisset, p. 31) seems to condemn the idea of combating passion by passion: "To exchange one sensual pleasure for another," he says, "one grief for another, one fear for another, and to do like those who get small change for a piece of money, is not the path which leads to virtue.	True
CHRISTIANITY AS A MYSTICAL FACT ***	Phaedo	Phaedo says this in the _Dialogue on the Immortality of the Soul_: "Truly I found myself in the strangest state of mind.	True
THE FORMATION OF CHRISTENDOM, VOLUME II***	Phaedo	Three of his finest dialogues are dedicated to setting forth as many aspects of his doctrine as to the soul's immortality; the Phaedrus treats of its preexistence; the Banquet of the influence of immortality on the relations of the present life; the Phaedo of death as the means of a happy futurity.(368)	True
THE EDUCATION OF AMERICAN GIRLS ***	Gulliver's Travels	Don Quixote and Gulliver's Travels may be also mentioned here.	True
HISTORICAL NOVELS ***	Gulliver's Travels	We listened with glowing cheeks to Robinson Crusoe and the Arabian Nights, Gulliver's Travels and Don Quixote, both arranged for children, the pretty, stories of Nieritz and others, descriptions of Nature and travel, and Grimm's fairy tales.	True
HOW TO FORM A LIBRARY, 2ND ED ***	Gulliver's Travels	Gulliver's Travels is very unsuited for children, although often treated as a child's book.	True
EDEN ***	Gulliver's Travels	Gulliver's Travels and Baron Munchausen.	True
HISTORY OF ENGLISH HUMOUR, VOL. 2 (OF 2)***	Gulliver's Travels	Pope claims to have shadowed forth such a work as Gulliver's Travels in the Memoirs of Martin Scriblerus; but Swift, no doubt, took the idea from Lucian's "True History."	True
A HISTORY OF ENGLISH PROSE FICTION ***	Gulliver's Travels	There was a country clergyman living in Ireland, who declared there were some things in Gulliver's Travels he could not quite believe.	True
BLACKWOOD'S EDINBURGH ***	Gulliver's Travels	And, if we insist upon it, that a reform by the pen, or even by speech-making, is better than one by pike and musket--if we should suggest that matters of civil government are better decided by civil and political reasoning than by metaphorical texts of Scripture, interpreted by prejudice and passion--if we contend for such truisms as these, shall we not be in danger of occupying some such position as the worthy prelate whose sagacity led him to discover that _some facts_ in Gulliver's Travels had surely been overcharged?	True
LECTURES ON THE ENGLISH POETS***	Gulliver's Travels	Dr. Johnson could not deny that Gulliver's Travels were his; he therefore disputed their merits, and said that after the first idea of them was conceived, they were easy to execute; all the rest followed mechanically.	True
MOLLY BROWN OF KENTUCKY***	Gulliver's Travels	"I always call them Gulliver biscuit," he said, helping himself to three at a time, "because in the old Gulliver's Travels I used to read when I was a kid there was a picture of Gulliver being fed by the Lilliputians.	True
HOMES, HAUNTS OF EMINENT BRITISH POETS ***	Gulliver's Travels	We want to see where the author of the Drapier's Letters and of Gulliver's Travels lived; where he conversed with Stella and Mrs. Whiteway, and joked with Sheridan and Delany, and where he finally sank into moody melancholy, and died.	True
BERT LLOYD'S BOYHOOD ***	Gulliver's Travels	As for his bearing toward Bert, it showed such affection, obedience, and intelligence, that it is not to be wondered at, if the boy sometimes asked himself if the "Houyhnhnms" of Gulliver's Travels had not their counterpart in nature, after all.	True
WEBSTER'S UNABRIDGED DICTIONARY ***	Gulliver's Travels	LAPUTAN La*pu"tan, a. Defn: Of or pertaining to Laputa, an imaginary flying island described in Gulliver's Travels as the home of chimerical philosophers.	True
THE GOLDEN CENSER ***	Gulliver's Travels	And yet, in spite of Slow and Sleepyhead, wonders have accumulated upon wonders, until the Arabian Nights and Gulliver's Travels are only the creations of a poor fancy, while the intimations which the future affords us stagger the understanding and make us almost idolatrous in our admiration of the quiet, keen-acting men who have dared out into fairy-land and returned laden like the spies coming from Canaan.	True
FAMOUS AFFINITIES OF HISTORY V4 ***	Gulliver's Travels	By writing Gulliver's Travels he made himself immortal.	True
DIARY OF ANNA GREEN WINSLOW***	Gulliver's Travels	My cousin Charles Storer lent me Gulliver's Travels abreviated, which aunt says I may read for the sake of perfecting myself in reading a variety of composures.	True
A VOYAGE TO THE MOON ***	Gulliver's Travels	The first sketch of Gulliver's Travels occurs in the proposed Travels of Martinus Scriblerus, devised in that pleasing society where most of Swift's miscellanies were planned.	True
A STRANGE MANUSCRIPT ***	Gulliver's Travels	Gulliver's Travels and Robinson Crusoe show what can be done in this way, and form a standard by which all other attempts must be judged.	True
